character_id,character_name_kr,character_name_en
C_1534,자동차 저PBR 밸류업,자동차 저PBR 밸류업
C_1535,자동차 고ROE 밸류업,자동차 고ROE 밸류업
C_1536,삼성 지주격 밸류업,삼성 지주격 밸류업
C_1537,주주환원 끝판왕,주주환원 끝판왕
C_1538,머스크-트럼프 동맹,머스크-트럼프 동맹
C_1539,트럼프 직접 관련주,트럼프 직접 관련주
C_1540,친크립토 수혜,친크립토 수혜
C_1541,규제완화·은행 수혜,규제완화·은행 수혜
C_1542,드릴베이비·에너지,드릴베이비·에너지
C_1543,국방·정부 AI 수혜,국방·정부 AI 수혜
C_1544,감세·내수 소형주,감세·내수 소형주
C_1545,관세 불확실 안전자산,관세 불확실 안전자산
C_1546,미국 철강 관세 수혜,미국 철강 관세 수혜
C_1547,리쇼어링·인프라 수혜,리쇼어링·인프라 수혜
C_1548,한국차 관세 타격,한국차 관세 타격
C_1549,반도체·수출 관세 노출,반도체·수출 관세 노출
C_1550,중국생산 관세 직격,중국생산 관세 직격
C_1551,중국 관세·보복 타격,중국 관세·보복 타격
C_1552,수출주력·고환율수혜,수출주력·고환율수혜
C_1553,코어·전주기직판 최대수혜,코어·전주기직판 최대수혜
C_1554,코어·오가논판매·파트너리스크,코어·오가논판매·파트너리스크
C_1555,간접·CDMO/BIOSECURE 수혜,간접·CDMO/BIOSECURE 수혜
C_1556,Picks&Shovels·SC전환 인에이블러,Picks&Shovels·SC전환 인에이블러
C_1557,코어·글로벌1위 순수시밀러,코어·글로벌1위 순수시밀러
C_1558,하이브리드·오리지널+시밀러,하이브리드·오리지널+시밀러
C_1559,이벤트·선파마 피인수 M&A,이벤트·선파마 피인수 M&A
C_1560,절대규모 1위·방어 약함,절대규모 1위·방어 약함
C_1561,집중도 1위·방어 약함,집중도 1위·방어 약함
C_1562,타격 큼·방어 중간,타격 큼·방어 중간
C_1563,타격 큼·방어 중간,타격 큼·방어 중간
C_1564,집중 높음·방어 약함,집중 높음·방어 약함
C_1565,이미 흡수·방어 강함(전환성공),이미 흡수·방어 강함(전환성공)
C_1566,정유제품선_MR_LR_STNG,Product Tanker MR/LR - STNG
C_1567,수에즈막스원유_NAT,Suezmax Crude - NAT
C_1570,위성통신수직계열화,Satcom Vertical Integration
C_1571,이리듐인수수직계열화,Iridium Acquisition Vertical Integration
C_1572,전공정팹투자주체,Fab Capex Principal
C_1573,팹시공EPC계열,Fab Construction EPC
C_1574,초순수수처리플랜트,Ultrapure Water Plant
C_1575,초고압케이블HVDC송배전,HVDC Cable T&D
C_1576,RE100재생에너지공급,RE100 Renewable Supply
C_1577,호남연고토목건축,Honam-based Civil/Construction
C_1578,파일구조물자재공급,Pile/Structural Materials
C_1579,산단소비확대,Industrial-Complex Consumption
C_1580,본류대형주,Core Large-cap
C_1581,구조적수혜,Structural Beneficiary
C_1582,구조적테마혼재,Structural+Thematic Mix
C_1583,단기테마변동성높음,Short-term High Volatility
C_1584,파생간접수혜,Derived Indirect Beneficiary
C_1585,중국이커머스·클라우드1위(Qwen)_알리바바,China E-commerce/Cloud Leader (Qwen) - Alibaba
C_1586,WeChat슈퍼앱·게임1위_텐센트,WeChat Super-app/Gaming - Tencent
C_1587,스마트폰·IoT·EV생태계_샤오미,Smartphone/IoT/EV Ecosystem - Xiaomi
C_1588,로컬서비스·음식배달1위_메이퇀,Local Services/Food Delivery Leader - Meituan
C_1589,글로벌EV·배터리1위_BYD,Global EV/Battery Leader - BYD
C_1590,온라인게임·자체IP_넷이즈,Online Gaming/Original IP - NetEase
C_1591,글로벌가전·로봇(쿠카)_메이디,Global Appliances/Robotics (KUKA) - Midea
C_1592,중국항암신약1위_헝루이,China Oncology Drug Leader - Hengrui
C_1593,온라인여행OTA1위_트립닷컴,Online Travel OTA Leader - Trip.com
C_1594,중국스포츠웨어1위(Amer·Fila)_안타,China Sportswear Leader (Amer/Fila) - Anta
C_1595,그린암모니아·수소캐리어_롯데정밀,그린암모니아·수소캐리어_롯데정밀
C_1596,그린수소·암모니아_한화솔루션,그린수소·암모니아_한화솔루션
C_1597,암모니아혼소·수소터빈_두산,암모니아혼소·수소터빈_두산
C_1598,암모니아·수소플랜트EPC_삼성ENA,암모니아·수소플랜트EPC_삼성ENA
C_1599,글로벌암모니아1위_야라,글로벌암모니아1위_야라
C_1600,북미청정암모니아_CF,북미청정암모니아_CF
C_1601,암모니아공정라이선스_KBR,암모니아공정라이선스_KBR
C_1602,미국HALEU농축유일_센트러스,미국HALEU농축유일_센트러스
C_1603,글로벌우라늄공급1위_카메코,글로벌우라늄공급1위_카메코
C_1604,SMR개발·연료수요_오클로,SMR개발·연료수요_오클로
C_1605,레이저동위원소농축_ASP,레이저동위원소농축_ASP
C_1606,레이저우라늄농축_사일렉스,레이저우라늄농축_사일렉스
C_1607,차세대금속핵연료_라이트브리지,차세대금속핵연료_라이트브리지
C_1608,원자로·SMR제작_두산,원자로·SMR제작_두산
C_1609,나트륨이온Naxtra_CATL,나트륨이온Naxtra_CATL
C_1610,나트륨이온·LFP수직계열_BYD,나트륨이온·LFP수직계열_BYD
C_1611,차세대양극재_에코프로비엠,차세대양극재_에코프로비엠
C_1612,하드카본음극재_애경케미칼,하드카본음극재_애경케미칼
C_1613,차세대배터리R&D_삼성SDI,차세대배터리R&D_삼성SDI
C_1614,비LFP대안개발_LG엔솔,비LFP대안개발_LG엔솔
C_1615,미국산업자동화1위_록웰,미국산업자동화1위_록웰
C_1616,공정자동화·계측_에머슨,공정자동화·계측_에머슨
C_1617,전력관리·전동화_이튼,전력관리·전동화_이튼
C_1618,물류창고로봇자동화_심보틱,물류창고로봇자동화_심보틱
C_1619,건설·인프라중장비_캐터필라,건설·인프라중장비_캐터필라
C_1620,북미소형건설장비_두산밥캣,북미소형건설장비_두산밥캣
C_1621,건설기계글로벌_HD현대건설기계,건설기계글로벌_HD현대건설기계
C_1622,로봇·전동화자동화_ABB,로봇·전동화자동화_ABB
C_1623,CPO·커스텀ASIC_브로드컴,CPO·커스텀ASIC_브로드컴
C_1624,광DSP·커스텀실리콘_마벨,광DSP·커스텀실리콘_마벨
C_1625,광트랜시버·레이저_코히어런트,광트랜시버·레이저_코히어런트
C_1626,데이터센터광부품_루멘텀,데이터센터광부품_루멘텀
C_1627,광모듈위탁생산1위_패브리넷,광모듈위탁생산1위_패브리넷
C_1628,반도체·광레이저장비_이오테크닉스,반도체·광레이저장비_이오테크닉스
C_1629,발사·위성제조수직계열_로켓랩,발사·위성제조수직계열_로켓랩
C_1630,지구관측군집위성_플래닛랩스,지구관측군집위성_플래닛랩스
C_1631,실시간EO·AI분석_블랙스카이,실시간EO·AI분석_블랙스카이
C_1632,위성직접통신D2C_AST,위성직접통신D2C_AST
C_1633,군집위성·방산_한화시스템,군집위성·방산_한화시스템
C_1634,고해상도EO위성K_쎄트렉아이,고해상도EO위성K_쎄트렉아이
C_1635,위성안테나통신_인텔리안,위성안테나통신_인텔리안
C_1636,정크푸드스낵수요타격_몬델리즈,정크푸드스낵수요타격_몬델리즈
C_1637,가공식품수요타격_크래프트하인즈,가공식품수요타격_크래프트하인즈
C_1638,제과초콜릿수요타격_허쉬,제과초콜릿수요타격_허쉬
C_1639,주류수요타격_AB인베브,주류수요타격_AB인베브
C_1640,스낵음료수요타격_펩시코,스낵음료수요타격_펩시코
C_1641,감량파생피트니스수혜_플래닛피트니스,감량파생피트니스수혜_플래닛피트니스
C_1642,당뇨인슐린기기변화_인슐렛,당뇨인슐린기기변화_인슐렛
C_1643,연속혈당측정확장_덱스콤,연속혈당측정확장_덱스콤
C_1644,독점대화코퍼스_레딧,독점대화코퍼스_레딧
C_1645,저작권프리미엄뉴스_뉴욕타임스,저작권프리미엄뉴스_뉴욕타임스
C_1646,라이선스이미지풀_게티이미지,라이선스이미지풀_게티이미지
C_1647,전문법률금융데이터_톰슨로이터,전문법률금융데이터_톰슨로이터
C_1648,온톨로지기업데이터운영_팔란티어,온톨로지기업데이터운영_팔란티어
C_1649,데이터클라우드공유_스노우플레이크,데이터클라우드공유_스노우플레이크
C_1650,데이터라벨링합성_아펜,데이터라벨링합성_아펜
C_1651,콘텐츠진위CAI_어도비,콘텐츠진위CAI_어도비
C_1652,AI보안플랫폼_팔로알토,AI보안플랫폼_팔로알토
C_1653,엔드포인트AI위협_크라우드스트라이크,엔드포인트AI위협_크라우드스트라이크
C_1654,엣지보안봇방어_클라우드플레어,엣지보안봇방어_클라우드플레어
C_1655,AI거버넌스감사_팔란티어,AI거버넌스감사_팔란티어
C_1656,AI자율보안XDR_센티넬원,AI자율보안XDR_센티넬원
C_1657,콜센터BPO대체리스크_텔레퍼포먼스,콜센터BPO대체리스크_텔레퍼포먼스
C_1658,고객경험BPO대체리스크_컨센트릭스,고객경험BPO대체리스크_컨센트릭스
C_1659,스톡이미지대체리스크_셔터스톡,스톡이미지대체리스크_셔터스톡
C_1660,에듀테크대체리스크_체그,에듀테크대체리스크_체그
C_1661,긱마켓대체리스크_업워크,긱마켓대체리스크_업워크
C_1662,업무AI에이전트수혜_서비스나우,업무AI에이전트수혜_서비스나우
C_1663,AI운영체계수혜_팔란티어,AI운영체계수혜_팔란티어
C_1664,회원제가격전가_코스트코,회원제가격전가_코스트코
C_1665,브랜드가격전가_코카콜라,브랜드가격전가_코카콜라
C_1666,니코틴가격전가_필립모리스,니코틴가격전가_필립모리스
C_1667,럭셔리가격전가_페라리,럭셔리가격전가_페라리
C_1668,저가수입의존_달러트리,저가수입의존_달러트리
C_1669,중국베트남생산_나이키,중국베트남생산_나이키
C_1670,완구중국생산_하스브로,완구중국생산_하스브로
C_1671,경영권분쟁_고려아연,경영권분쟁_고려아연
C_1672,승계상속이벤트_한미사이언스,승계상속이벤트_한미사이언스
C_1673,행동주의타깃_KTNG,행동주의타깃_KTNG
C_1674,지주밸류업_삼성물산,지주밸류업_삼성물산
C_1675,지주구조개편_SK,지주구조개편_SK
C_1676,사업재편지배구조_두산,사업재편지배구조_두산
C_1677,USDC발행국채준비금_서클,USDC발행국채준비금_서클
C_1678,거래소USDC수익공유_코인베이스,거래소USDC수익공유_코인베이스
C_1679,리테일크립토현금관리_로빈후드,리테일크립토현금관리_로빈후드
C_1680,크립토금융수탁_갤럭시디지털,크립토금융수탁_갤럭시디지털
C_1681,토큰화국채펀드BUIDL_블랙록,토큰화국채펀드BUIDL_블랙록
C_1682,온체인국채펀드_프랭클린,온체인국채펀드_프랭클린
C_1683,공장자동화로봇_파눅,공장자동화로봇_파눅
C_1684,모션로봇자동화_야스카와,모션로봇자동화_야스카와
C_1685,협동로봇K_두산로보틱스,협동로봇K_두산로보틱스
C_1686,휴머노이드협동K_레인보우로보틱스,휴머노이드협동K_레인보우로보틱스
C_1687,저가협동로봇_뉴로메카,저가협동로봇_뉴로메카
C_1688,의료간병로봇_큐렉소,의료간병로봇_큐렉소
C_1689,센서머신비전_키엔스,센서머신비전_키엔스
C_1690,순수네오클라우드1위_코어위브,순수네오클라우드1위_코어위브
C_1691,순수네오클라우드2위_네비우스,순수네오클라우드2위_네비우스
C_1692,채굴→AI클라우드전환_아이렌,채굴→AI클라우드전환_아이렌
C_1693,채굴→HPC호스팅_코어사이언티픽,채굴→HPC호스팅_코어사이언티픽
C_1694,채굴→AI데이터센터_사이퍼마이닝,채굴→AI데이터센터_사이퍼마이닝
C_1695,저비용전력AI_테라울프,저비용전력AI_테라울프
C_1696,AI인프라전환_헛에잇,AI인프라전환_헛에잇
C_1697,AI HPC호스팅_어플라이드디지털,AI HPC호스팅_어플라이드디지털
C_1698,OCI초대형AI클라우드_오라클,OCI초대형AI클라우드_오라클
C_1699,GPU공급·순환금융_엔비디아,GPU공급·순환금융_엔비디아
C_1700,전력냉각인프라_버티브,전력냉각인프라_버티브
C_1701,AI서버공급_슈퍼마이크로,AI서버공급_슈퍼마이크로
C_1702,준비자산운용수익의존도높음,High Reliance on Reserve Yield
C_1703,Claude개발_비상장AI랩,Claude Developer - Private AI Lab
C_1704,Agentforce_Claude선호모델,Agentforce Preferred Model (Claude)
C_1705,AI데이터센터네트워킹,AI Datacenter Networking
C_1706,AI컴패니언_Claude내장,AI Companion (Claude) Embedded
C_1707,Claude전사도입_LGCNS,Group-wide Claude Adoption (LG CNS)
C_1708,앤트로픽커스텀칩_파운드리논의,Anthropic Custom Chip Foundry Talks
C_1709,커스텀칩내재화_삼성2nm논의_앤트로픽,커스텀칩내재화_삼성2nm논의_앤트로픽
C_1710,Jalapeño커스텀추론칩_오픈AI,Jalapeño커스텀추론칩_오픈AI
C_1711,TPU자체칩_구글,TPU자체칩_구글
C_1712,Trainium자체칩_아마존,Trainium자체칩_아마존
C_1713,Maia자체칩_MS,Maia자체칩_MS
C_1714,MTIA자체칩_메타,MTIA자체칩_메타
C_1716,커스텀ASIC설계1위70pct_브로드컴,커스텀ASIC설계1위70pct_브로드컴
C_1717,커스텀ASIC설계2위_마벨,커스텀ASIC설계2위_마벨
C_1718,구글Zebrafish추론칩_미디어텍,구글Zebrafish추론칩_미디어텍
C_1719,첨단노드tapeout_알칩,첨단노드tapeout_알칩
C_1720,첨단노드tapeout_GUC,첨단노드tapeout_GUC
C_1721,인터커넥트retimer_아스테라,인터커넥트retimer_아스테라
C_1722,SF2_2nm_어드밴스드패키징_삼성,SF2_2nm_어드밴스드패키징_삼성
C_1724,구글TPU패키징_인텔,구글TPU패키징_인텔
C_1725,Jalapeño보드랙시스템_셀레스티카,Jalapeño보드랙시스템_셀레스티카
C_1726,AnthropicSeriesH_HBM_SK하이닉스,AnthropicSeriesH_HBM_SK하이닉스
C_1727,AnthropicSeriesH_HBM_마이크론,AnthropicSeriesH_HBM_마이크론
C_1728,WSE3웨이퍼스케일_세레브라스,WSE3웨이퍼스케일_세레브라스
C_1729,AI250near_memory_퀄컴,AI250near_memory_퀄컴
C_1730,시추투자공백사이클,Underinvestment Supply-Shortage Cycle
C_1731,리그카운트반등신호,Rig Count Rebound Signal
C_1732,데이터센터백업터빈세계1위수혜,DC Backup Turbine #1 Beneficiary
C_1733,LNG수출터미널데이터센터원료공급,LNG Export Terminal DC Feedstock
C_1734,LNG데이터센터전력공급게이트웨이,LNG DC Power Supply Gateway
C_1735,국내발전용가스공급밸류체인,Domestic Power-Gas Supply Chain
C_1736,국내가스터빈국산화발전기기공급,Domestic Gas Turbine Localization
C_1737,독일급전가능백업가스발전수혜,German Dispatchable Backup Gas Beneficiary
C_1738,프리미엄다운아우터1위,Premium Down Outerwear Leader
C_1739,구찌중심멀티브랜드럭셔리,Gucci-Centric Multibrand Luxury
C_1740,하이주얼리워치최강,Hard-Luxury Jewelry & Watch Leader
C_1741,럭셔리1위75브랜드포트폴리오,Luxury #1 75-Brand Portfolio
C_1742,초고가희소성버킨,Ultra-High-End Scarcity (Birkin)
C_1743,미국프리미엄라이프스타일,US Premium Lifestyle Brand
C_1744,어포더블럭셔리코치,Affordable Luxury (Coach)
C_1745,중고명품리세일플랫폼,Pre-Owned Luxury Resale Platform
C_1746,기관디지털자산수탁1위,Institutional Digital-Asset Custody Leader
C_1747,리테일코인거래브로커,Retail Crypto Trading Broker
C_1748,USDC수익배분거래소1위,US #1 Exchange (USDC Revenue Share)
C_1749,USDC발행1위스테이블코인,USDC Issuer
C_1750,PYUSD자체스테이블코인,PYUSD Stablecoin Issuer
C_1751,핀테크뱅크코인연계,Fintech Bank Crypto Integration
C_1752,해외비상장스페이스X노출VC,VC w/ SpaceX Overseas Exposure
C_1753,두나무초기투자VC,Early Dunamu(Upbit) Investor VC
C_1754,성장기업구조화투자VC,Growth/Structured Investment VC
C_1755,초기성장벤처VC,Early/Growth Venture VC
C_1756,국내최대벤처펀드운용VC,Largest Domestic Venture Fund VC
C_1757,아주계열VC,Aju Group Affiliate VC
C_1758,우리금융계열VC,Woori Financial Affiliate VC
C_1759,퓨리오사딥테크투자VC,Deep-Tech(FuriosaAI) Investor VC
C_1760,ICT소비재성장VC,ICT/Consumer Growth VC
C_1761,PE벤처병행VC,PE+Venture Hybrid VC
C_1762,바이오ICT투자VC,Bio/ICT Investor VC
C_1763,크로스보더중국헬스케어VC,Cross-Border(China/Healthcare) VC
C_1764,대성계열창투사,Daesung Affiliate VC
C_1765,당근초기투자VC,Early Karrot Investor VC
C_1766,한국이커머스로켓배송1위,Korea E-commerce #1 (Rocket)
C_1767,중남미디지털뱅크1위,LatAm #1 Digital Bank
C_1768,동남아Shopee이커머스게임,SEA Shopee/Garena Platform
C_1769,중남미이커머스핀테크1위,LatAm #1 E-commerce/Fintech
C_1770,인니슈퍼앱GoTo,Indonesia Super-App (GoTo)
C_1771,동남아슈퍼앱그랩,SEA Super-App (Grab)
C_1772,급여HR아웃소싱배당귀족,Payroll/HR Outsourcing Dividend Aristocrat
C_1773,중기급여HR고배당SaaS,SMB Payroll/HR High-Yield SaaS
C_1774,터보택스퀵북스현금흐름,TurboTax/QuickBooks Cashflow
C_1775,버티컬SW복리인수배당,Vertical-SW Compounder
C_1776,빅테크첫배당광고현금,Big-Tech First Dividend (Ad Cash)
C_1777,자사주배당주주환원,Buyback+Dividend Capital Return
C_1778,건설중장비1위엔진인접,Construction #1 / Ag Engine Adjacent
C_1779,정밀농업PTx순수농기계,Pure-Play Ag / PTx Precision
C_1780,케이스IH뉴홀랜드북미2위,Case IH/New Holland #2
C_1781,컴팩트트랙터북미1위,Compact Tractor NA #1
C_1782,정밀농업구독형세계1위,Precision-Ag Subscription #1
C_1783,국산트랙터수출,Korea Tractor Exporter
C_1784,Kioti자체브랜드북미,Kioti Own-Brand NA
C_1785,북미OEM트랙터수출,NA OEM Tractor Exporter
C_1786,중동정유화학플랜트EPC,MidEast Refinery/Chem EPC
C_1787,하이테크팹초고층시공,Hi-Tech Fab/Skyscraper Builder
C_1788,주택플랜트인프라종합,Housing/Plant/Infra Generalist
C_1789,주택플랜트SMR신사업,Housing/Plant + SMR
C_1790,원전플랜트초대형인프라,Nuclear/Plant/Mega-Infra
C_1791,주택해외인프라대형,Housing/Overseas Infra
C_1792,건설사업관리CM전문,Construction Mgmt (CM/PM)
C_1793,토목환경엔지니어링설계,Civil/Env Engineering Design
C_1794,건설상사풍력중견,Construction/Trading/Wind
C_1795,주택플랜트대형,Housing/Plant Major
C_1796,친환경이차전지플랜트,Green/Battery Plant Builder
C_1797,자체개발디벨로퍼,Self-Development Developer
C_1798,DC전력냉각CDU공급,DC Power/Cooling (CDU)
C_1799,DC백업발전기공급,DC Backup Genset Supplier
C_1800,메타HBM_DDR5공급,Meta HBM/DDR5 Supplier
C_1801,메타HBM핵심공급,Meta HBM Key Supplier
C_1802,메타HBM파운드리공급,Meta HBM/Foundry Supplier
C_1803,메타GPU클라우드27억계약,Meta $2.7B GPU Cloud
C_1804,메타MI가속기공급,Meta MI Accelerator Supplier
C_1805,메타GPU최대공급코어,Meta GPU Prime Supplier
C_1806,GPU클라우드임대경쟁,GPU-Cloud Rental Rival
C_1807,메타자체실리콘CPU_IP,Meta Silicon Core IP
C_1808,광전송DCI인피니라인수,Optical/DCI (Infinera)
C_1809,광전송1위제재노출,Optical #1 (Sanctioned)
C_1810,코히어런트광전송노키아편입,Coherent Optical (→Nokia)
C_1811,코히어런트DCI선두,Coherent DCI Leader
C_1812,DC스위칭실리콘포토닉스,DC Switching/Si-Photonics
C_1813,하이퍼스케일이더넷스위칭1위,Hyperscale Ethernet Switch #1
C_1814,800G_1.6T광트랜시버,800G/1.6T Optical Transceiver
C_1815,DC광트랜시버레이저,DC Transceiver/Laser
C_1816,로보어드바이저위협자산관리,Robo-Advisor Threat (WM)
C_1817,독립자문AI자동화노출,Independent Advisory AI-Exposed
C_1818,AI자산관리자동화노출,WM Automation Exposed
C_1819,AI리모트워크오피스중개위협,Office Brokerage AI/WFH Threat
C_1820,AI공실오피스서비스노출,Office Vacancy AI-Exposed
C_1821,오피스중개관리수요감소,Office Brokerage Demand Risk
C_1822,에이전틱AI좌석ERP잠식우려,Agentic-AI Seat ERP Risk
C_1823,AI워크플로좌석감소우려,Workflow Seat Erosion Risk
C_1824,에이전틱AI_CRM좌석잠식우려,Agentic-AI CRM Seat Risk
C_1825,AI화물매칭브로커마진위협,AI Freight-Match Broker Risk
C_1826,AI화물중개자동화노출,Freight Brokerage AI-Exposed
C_1827,AI화물매칭중개마진위협,Non-Asset Broker AI Risk
C_1828,AI자동매칭3PL브로커노출,3PL Broker AI-Match Risk
C_1829,생성형AI컨설팅아웃소싱잠식,GenAI Consulting Cannibalization
C_1830,AI코딩자동화인력노출,AI-Coding Labor Exposed
C_1831,생성형AI_IT아웃소싱위협,GenAI IT-Outsourcing Threat
C_1832,AI챗봇콜센터대체위협,AI-Chatbot CX Displacement
C_1833,AI음성봇BPO잠식우려,AI-Voicebot BPO Risk
C_1834,ChatGPT학습보조직접타격,ChatGPT EdTech Direct Hit
C_1835,생성형AI교재평가위협,GenAI Textbook/Assessment Risk
C_1836,AI프리랜서단순작업대체,AI Gig-Task Displacement
C_1837,AI긱매칭수요잠식,AI Gig-Match Erosion
C_1838,S&P500대형주코어,US Large-Cap Core
C_1839,나스닥100기술성장,Nasdaq-100 Tech/Growth
C_1840,다우30전통우량주,Dow 30 Blue-Chip
C_1841,러셀2000소형주,Russell 2000 Small-Cap
C_1842,전미전체시장,US Total Market
C_1843,한국반도체편중대표,Korea Semi-Heavy
C_1844,코스피200대형주,KOSPI200 Large-Cap
C_1845,코스피200추종,KOSPI200 Tracker
C_1846,코스닥150성장주,KOSDAQ150 Growth
C_1847,미국상장한국대표저비용,US-Listed Korea Low-Cost
C_1848,일본대형주엔저노출,Japan Large-Cap
C_1849,엔환헤지수출주,Yen-Hedged Exporters
C_1850,일본가치주저PBR,Japan Value
C_1851,일본광범위저비용,Japan Broad Low-Cost
C_1852,일본대표주저비용,Japan Low-Cost
C_1853,중국본토홍콩대형,China Onshore/HK Large
C_1854,홍콩대표주,Hong Kong Large-Cap
C_1855,대만TSMC반도체편중,Taiwan TSMC-Heavy
C_1856,중국대형H주50,China Large H-Share 50
C_1857,중국인터넷플랫폼,China Internet
C_1858,유럽선진광범위,Europe Developed Broad
C_1859,영국FTSE대형주,UK FTSE Large-Cap
C_1860,이탈리아대표주,Italy Large-Cap
C_1861,독일산업수출주,Germany Industrial/Export
C_1862,프랑스명품산업,France Luxury/Industrial
C_1863,이스라엘기술방산,Israel Tech/Defense
C_1864,사우디아람코에너지,Saudi Aramco/Energy
C_1865,UAE금융부동산,UAE Financials/RE
C_1866,터키신흥고변동,Turkey High-Vol EM
C_1867,남아공광산나스퍼스,South Africa Mining/Naspers
C_1868,싱가포르은행중심,Singapore Bank-Heavy
C_1869,베트남니어쇼어링,Vietnam Nearshoring
C_1870,인니내수자원,Indonesia Domestic/Resource
C_1871,태국관광내수,Thailand Tourism/Domestic
C_1872,필리핀내수성장,Philippines Domestic
C_1873,멕시코니어쇼어링,Mexico Nearshoring
C_1874,브라질원자재에너지,Brazil Commodity/Energy
C_1875,중남미40브라질멕시코,LatAm 40 (BR/MX)
C_1876,칠레구리리튬,Chile Copper/Lithium
C_1877,아르헨메르카도리브레,Argentina (MELI)
C_1878,인도대형구조적성장,India Large-Cap Growth
C_1879,인도중소형내수,India Small/Mid Domestic
C_1880,인도이익가중,India Earnings-Weighted
C_1881,인도니프티50,India Nifty 50
C_1882,인도대표저비용,India Low-Cost
C_1883,호주광산은행,Australia Mining/Banks
C_1884,호주대표저비용,Australia Low-Cost
C_1885,태평양ex일본호주중심,Pacific ex-Japan (AU-Heavy)
C_1886,글로벌광업호주비중,Global Mining (AU-Heavy)
C_1887,호주달러원자재통화,AUD Commodity Currency
